Year,Month,Met region,Station ,Tmean,Tmean max,Tmean min,Rtotal,Rdays,Hmean ,Mtotal,Mmille,Mch,Mfv
1895,Nov,South Central,CMB,74.80,86.90,68.60,1.67,6.00,87.00,3143.00,,0.00,1257.00
1895,Nov,East Coast South,NGP,79.10,85.70,74.70,17.22,13.00,85.00,4729.00,,2.00,529.00
1895,Nov,East Coast South,TRC,78.30,87.90,72.60,3.46,8.00,80.00,2740.00,,1.00,727.00
1895,Nov,East Coast South,MDS,77.90,86.00,72.00,14.67,16.00,86.00,1257.00,,0.00,491.00
1895,Nov,East Coast Central,MSL,77.50,86.50,72.20,0.72,2.00,81.00,3105.00,,0.00,1246.00
1895,Nov,Central,BLL,73.60,87.10,65.40,2.09,3.00,64.00,1276.00,,48.00,494.00
1895,Nov,East Coast North,VZG,77.40,86.90,69.20,0.20,1.00,74.00,2806.00,,4.00,2509.00
1895,Dec,South,MDR,75.10,86.30,70.40,4.00,4.00,74.00,3117.00,,14.00,1125.00
1895,Dec,South Central,SLM,72.80,86.10,65.20,1.38,3.00,74.00,3423.00,,0.00,1504.00
1895,Dec,South Central,CMB,72.00,85.30,64.80,1.13,3.00,84.00,3475.00,,0.00,1396.00
1895,Dec,East Coast South,NGP,75.30,81.30,71.20,19.98,10.00,86.00,5024.00,,12.00,590.00
1895,Dec,East Coast South,TRC,74.80,86.40,69.40,4.96,3.00,75.00,3298.00,,0.00,931.00
1895,Dec,East Coast South,MDS,74.00,82.60,69.20,5.05,6.00,82.00,1504.00,,0.00,554.00
1895,Dec,East Coast Central,MSL,70.80,82.60,66.00,0.07,1.00,74.00,3287.00,,0.00,1197.00
1895,Dec,Central,BLL,67.80,83.40,59.60,0.13,1.00,57.00,1485.00,,18.00,602.00
1895,Dec,East Coast North,VZG,71.80,83.10,64.00,0.00,0.00,60.00,3412.00,,25.00,3035.00
1896,Jan,South,MDR,74.30,85.90,69.00,0.00,0.00,72.00,2729.00,,2.00,1010.00
1896,Jan,South Central,SLM,71.40,86.90,63.30,0.01,1.00,73.00,3255.00,,0.00,1403.00
1896,Jan,South Central,CMB,70.00,86.00,63.40,0.20,1.00,88.00,2970.00,,0.00,1232.00
1896,Jan,East Coast South,NGP,74.80,81.30,70.60,0.14,1.00,83.00,4698.00,,10.00,595.00
1896,Jan,East Coast South,TRC,73.20,86.40,67.20,0.00,0.00,75.00,3060.00,,4.00,739.00
1896,Jan,East Coast South,MDS,73.10,84.00,66.60,0.13,1.00,84.00,1345.00,,0.00,465.00
1896,Jan,East Coast Central,MSL,69.40,82.50,64.50,0.04,1.00,85.00,2683.00,,0.00,1095.00
1896,Jan,Central,BLL,67.70,86.10,60.30,0.00,0.00,56.00,1312.00,,26.00,591.00
1896,Jan,East Coast North,VZG,67.60,82.10,61.10,0.00,0.00,81.00,3156.00,,0.00,2853.00
1896,Feb,South,MDR,75.90,91.90,68.30,0.00,0.00,71.00,1919.00,,2.00,639.00
1896,Feb,South Central,SLM,73.10,93.70,63.30,0.00,0.00,68.00,2681.00,,0.00,1232.00
1896,Feb,South Central,CMB,73.00,92.60,63.80,0.00,0.00,80.00,3088.00,,0.00,1527.00
1896,Feb,East Coast South,NGP,75.90,84.00,70.40,0.00,0.00,85.00,3968.00,,2.00,432.00
1896,Feb,East Coast South,TRC,74.80,93.00,66.60,0.00,0.00,74.00,2588.00,,11.00,605.00
1896,Feb,East Coast South,MDS,74.90,87.60,66.80,0.00,0.00,85.00,1181.00,,0.00,425.00
1896,Feb,East Coast Central,MSL,74.70,88.30,67.80,0.00,0.00,86.00,2240.00,,0.00,870.00
1896,Feb,Central,BLL,73.50,95.10,64.60,0.00,0.00,38.00,1620.00,,5.00,799.00
1896,Feb,East Coast North,VZG,74.50,87.60,67.60,0.00,0.00,80.00,2385.00,,0.00,2100.00
1896,Mar,South,MDR,80.50,97.00,72.70,0.59,2.00,74.00,2283.00,,0.00,886.00
1896,Mar,South Central,SLM,79.10,99.20,70.40,0.20,1.00,70.00,3243.00,,0.00,1710.00
1896,Mar,South Central,CMB,77.80,97.60,69.50,0.06,1.00,76.00,2685.00,,0.00,1340.00
1896,Mar,East Coast South,NGP,81.80,89.10,74.90,0.44,1.00,80.00,3749.00,,4.00,453.00
1896,Mar,East Coast South,TRC,80.00,98.60,72.10,0.13,1.00,72.00,2347.00,,0.00,572.00
1896,Mar,East Coast South,MDS,79.90,90.70,71.40,0.00,0.00,78.00,1190.00,,0.00,435.00
1896,Mar,East Coast Central,MSL,81.00,92.60,72.60,0.00,0.00,80.00,2221.00,,0.00,877.00
1896,Mar,Central,BLL,82.20,101.60,72.60,0.00,0.00,40.00,1715.00,,9.00,922.00
1896,Mar,East Coast North,VZG,80.40,91.90,73.80,0.01,1.00,74.00,2438.00,,1.00,2058.00
1896,Apr,South,MDR,85.50,99.70,77.70,0.27,1.00,69.00,2116.00,,0.00,816.00
1896,Apr,South Central,SLM,85.70,104.10,78.40,0.02,1.00,65.00,3056.00,,0.00,1575.00
1896,Apr,South Central,CMB,80.10,100.80,74.60,0.07,1.00,85.00,2735.00,,0.00,1314.00
1896,Apr,East Coast South,NGP,85.70,90.80,78.30,0.06,1.00,79.00,3488.00,,32.00,396.00
1896,Apr,East Coast South,TRC,86.50,103.80,78.90,0.00,0.00,65.00,2237.00,,1.00,557.00
1896,Apr,East Coast South,MDS,85.20,94.10,77.40,0.00,0.00,74.00,1257.00,,0.00,452.00
1896,Apr,East Coast Central,MSL,85.90,96.60,77.90,0.00,0.00,78.00,2039.00,,0.00,712.00
1896,Apr,Central,BLL,87.50,105.80,79.30,0.34,1.00,40.00,1514.00,,157.00,564.00
1896,Apr,East Coast North,VZG,85.90,94.30,80.00,1.30,1.00,69.00,1853.00,,0.00,1617.00
1896,May,South,MDR,87.20,102.30,80.00,2.64,5.00,61.00,2156.00,,0.00,812.00
1896,May,South Central,SLM,85.30,103.60,78.80,4.52,5.00,66.00,2953.00,,51.00,1360.00
1896,May,South Central,CMB,80.90,98.30,74.40,1.15,2.00,82.00,2545.00,,0.00,1032.00
1896,May,East Coast South,NGP,88.30,100.90,81.80,0.59,2.00,67.00,3884.00,,5.00,462.00
1896,May,East Coast South,TRC,87.10,106.10,80.40,1.72,5.00,59.00,2400.00,,9.00,549.00
1896,May,East Coast South,MDS,89.80,101.40,82.30,0.00,0.00,59.00,1462.00,,0.00,568.00
1896,May,East Coast Central,MSL,90.30,103.10,82.70,0.69,1.00,75.00,3556.00,,0.00,1345.00
1896,May,Central,BLL,84.40,102.90,77.60,6.03,4.00,46.00,2081.00,,694.00,592.00
1896,May,East Coast North,VZG,88.30,96.70,83.10,0.99,4.00,72.00,2354.00,,0.00,1894.00
1896,Jun,South,MDR,84.80,98.20,78.00,0.60,2.00,62.00,1893.00,,0.00,607.00
1896,Jun,South Central,SLM,80.90,95.60,75.20,2.07,7.00,73.00,2972.00,,297.00,1177.00
1896,Jun,South Central,CMB,77.70,88.20,71.40,4.18,13.00,81.00,2476.00,,0.00,985.00
1896,Jun,East Coast South,NGP,86.70,98.60,80.60,1.14,2.00,64.00,3553.00,,12.00,383.00
1896,Jun,East Coast South,TRC,84.40,99.50,79.10,0.25,1.00,60.00,2009.00,,0.00,420.00
1896,Jun,East Coast South,MDS,87.70,100.00,82.10,1.49,2.00,62.00,1253.00,,3.00,457.00
1896,Jun,East Coast Central,MSL,86.00,97.60,80.70,4.52,8.00,79.00,2932.00,,0.00,1205.00
1896,Jun,Central,BLL,81.20,93.70,76.00,0.83,3.00,55.00,2852.00,,1354.00,547.00
1896,Jun,East Coast North,VZG,84.90,92.90,81.20,2.85,6.00,77.00,2006.00,,0.00,1619.00
1896,Jul,South,MDR,84.00,97.30,77.80,1.44,3.00,61.00,2465.00,,0.00,971.00
1896,Jul,South Central,SLM,79.80,94.80,74.80,1.93,5.00,75.00,3066.00,,230.00,1279.00
1896,Jul,South Central,CMB,76.60,85.90,71.20,3.12,9.00,87.00,3915.00,,143.00,1494.00
1896,Jul,East Coast South,NGP,85.80,98.40,80.00,0.35,1.00,63.00,4307.00,,23.00,466.00
1896,Jul,East Coast South,TRC,84.00,98.20,79.80,0.15,1.00,58.00,2160.00,,18.00,425.00
1896,Jul,East Coast South,MDS,85.00,97.90,81.20,2.05,5.00,67.00,1258.00,,4.00,562.00
1896,Jul,East Coast Central,MSL,83.50,93.80,79.00,6.41,7.00,75.00,3186.00,,4.00,1209.00
1896,Jul,Central,BLL,79.60,90.30,75.50,0.64,1.00,64.00,2727.00,,1110.00,558.00
1896,Jul,East Coast North,VZG,83.10,92.20,79.60,7.13,7.00,77.00,2338.00,,0.00,1928.00
1896,Aug,South,MDR,82.90,96.90,76.70,1.82,3.00,64.00,2255.00,,0.00,825.00
1896,Aug,South Central,SLM,78.30,93.30,73.30,4.97,11.00,77.00,3207.00,,282.00,1336.00
1896,Aug,South Central,CMB,75.00,86.90,70.00,0.65,2.00,85.00,4677.00,,1068.00,1372.00
1896,Aug,East Coast South,NGP,83.30,96.10,78.10,2.03,5.00,71.00,4385.00,,35.00,387.00
1896,Aug,East Coast South,TRC,82.70,98.50,77.90,0.48,1.00,61.00,2251.00,,8.00,473.00
1896,Aug,East Coast South,MDS,81.90,93.50,76.60,6.11,13.00,75.00,1541.00,,7.00,535.00
1896,Aug,East Coast Central,MSL,81.50,90.10,77.80,5.39,10.00,83.00,4014.00,,4.00,1501.00
1896,Aug,Central,BLL,78.50,90.30,73.30,0.61,2.00,64.00,2041.00,,474.00,618.00
1896,Aug,East Coast North,VZG,81.90,90.70,78.30,3.16,9.00,82.00,2611.00,,70.00,2132.00
1896,Sep,South,MDR,81.80,95.20,75.70,7.25,7.00,69.00,2689.00,,0.00,1033.00
1896,Sep,South Central,SLM,78.50,92.10,73.00,6.76,14.00,80.00,3123.00,,295.00,1236.00
1896,Sep,South Central,CMB,76.70,89.80,71.10,3.03,4.00,84.00,6071.00,,2730.00,1327.00
1896,Sep,East Coast South,NGP,83.80,95.30,78.20,1.24,3.00,82.00,4428.00,,17.00,445.00
1896,Sep,East Coast South,TRC,81.70,97.40,76.40,3.61,6.00,71.00,2230.00,,5.00,504.00
1896,Sep,East Coast South,MDS,82.20,93.30,77.30,5.97,7.00,78.00,1756.00,,43.00,624.00
1896,Sep,East Coast Central,MSL,82.50,91.80,77.70,6.58,11.00,82.00,4031.00,,32.00,1552.00
1896,Sep,Central,BLL,79.30,95.40,74.20,0.09,1.00,59.00,1597.00,,170.00,541.00
1896,Sep,East Coast North,VZG,83.60,92.00,78.50,1.59,4.00,78.00,3277.00,,309.00,2397.00
1896,Oct,South,MDR,79.50,89.90,73.90,9.22,13.00,77.00,2369.00,,66.00,751.00
1896,Oct,South Central,SLM,78.80,91.00,71.20,3.55,5.00,77.00,4073.00,,836.00,1396.00
1896,Oct,South Central,CMB,76.70,89.50,70.40,5.61,8.00,84.00,5779.00,,1904.00,1497.00
1896,Oct,East Coast South,NGP,82.20,88.50,76.70,14.85,12.00,83.00,4747.00,,199.00,510.00
1896,Oct,East Coast South,TRC,81.00,92.40,74.80,4.02,6.00,77.00,2449.00,,61.00,453.00
1896,Oct,East Coast South,MDS,81.90,90.70,74.00,2.97,5.00,81.00,1567.00,,14.00,572.00
1896,Oct,East Coast Central,MSL,82.30,91.40,75.10,0.30,1.00,79.00,3374.00,,3.00,1384.00
1896,Oct,Central,BLL,80.70,96.40,71.90,1.18,1.00,49.00,1559.00,,165.00,534.00
1896,Oct,East Coast North,VZG,82.20,92.30,72.40,0.00,0.00,68.00,2883.00,,97.00,2405.00
1896,Nov,South,MDR,78.40,87.50,73.80,8.68,13.00,77.00,3207.00,,429.00,1008.00
1896,Nov,South Central,SLM,77.40,89.40,71.10,4.98,8.00,79.00,3764.00,,552.00,1400.00
1896,Nov,South Central,CMB,75.50,86.30,69.80,3.04,10.00,87.00,5420.00,,1996.00,1383.00
1896,Nov,East Coast South,NGP,78.90,83.60,75.50,23.39,17.00,86.00,6065.00,,980.00,539.00
1896,Nov,East Coast South,TRC,78.30,87.50,73.80,9.26,15.00,82.00,3331.00,,644.00,534.00
1896,Nov,East Coast South,MDS,77.70,84.20,73.10,32.75,19.00,89.00,1407.00,,8.00,476.00
1896,Nov,East Coast Central,MSL,77.90,86.40,72.50,10.09,7.00,86.00,2763.00,,10.00,1082.00
1896,Nov,Central,BLL,75.60,90.50,69.10,2.76,2.00,62.00,1352.00,,28.00,556.00
1896,Nov,East Coast North,VZG,79.60,87.70,72.50,0.08,1.00,68.00,2101.00,,19.00,1727.00
1896,Dec,South,MDR,75.70,83.90,72.00,3.65,9.00,82.00,5515.00,,2471.00,1013.00
1896,Dec,South Central,SLM,74.30,85.00,63.60,1.64,4.00,82.00,4839.00,,1327.00,1474.00
1896,Dec,South Central,CMB,72.30,82.80,67.80,2.75,7.00,89.00,6137.00,,2890.00,1236.00
1896,Dec,East Coast South,NGP,77.70,81.40,74.10,20.90,16.00,86.00,7809.00,,2368.00,544.00
1896,Dec,East Coast South,TRC,75.40,84.10,72.00,4.91,7.00,83.00,5986.00,,2660.00,624.00
1896,Dec,East Coast South,MDS,76.50,83.50,72.80,17.20,10.00,87.00,1488.00,,11.00,485.00
1896,Dec,East Coast Central,MSL,73.40,83.50,68.60,0.00,0.00,84.00,2808.00,,12.00,1055.00
1896,Dec,Central,BLL,71.20,87.60,64.60,0.00,0.00,70.00,1471.00,,13.00,610.00
1896,Dec,East Coast North,VZG,74.00,83.70,66.70,0.00,0.00,68.00,2694.00,,18.00,2199.00
1897,Jan,South,MDR,75.00,88.00,69.90,0.03,1.00,78.00,5741.00,,2880.00,952.00
1897,Jan,South Central,SLM,73.10,90.20,65.10,0.02,1.00,77.00,4463.00,,1432.00,1314.00
1897,Jan,South Central,CMB,72.20,88.30,65.50,0.00,0.00,85.00,5396.00,,2532.00,1148.00
1897,Jan,East Coast South,NGP,77.40,83.50,73.30,0.00,0.00,83.00,7292.00,,2746.00,458.00
1897,Jan,East Coast South,TRC,74.40,89.10,68.70,0.05,1.00,81.00,4626.00,,1701.00,638.00
1897,Jan,East Coast South,MDS,75.40,85.50,69.00,0.46,2.00,87.00,1376.00,,21.00,485.00
1897,Jan,East Coast Central,MSL,73.20,84.40,67.80,0.00,0.00,91.00,2341.00,,36.00,923.00
1897,Jan,Central,BLL,71.50,91.20,64.50,0.00,0.00,65.00,1439.00,,0.00,615.00
1897,Jan,East Coast North,VZG,73.20,84.30,67.50,0.14,1.00,80.00,2401.00,,10.00,1996.00
1897,Feb,South,MDR,77.40,91.60,72.20,3.15,4.00,78.00,2966.00,,805.00,793.00
1897,Feb,South Central,SLM,76.90,94.30,69.50,1.41,3.00,76.00,2575.00,,513.00,917.00
1897,Feb,South Central,CMB,75.10,91.90,68.30,1.77,4.00,83.00,2926.00,,732.00,939.00
1897,Feb,East Coast South,NGP,80.50,87.20,75.50,3.24,3.00,82.00,4861.00,,1341.00,360.00
1897,Feb,East Coast South,TRC,76.90,92.30,71.40,2.23,3.00,83.00,2368.00,,391.00,478.00
1897,Feb,East Coast South,MDS,79.20,88.50,72.80,0.53,2.00,84.00,1201.00,,8.00,416.00
1897,Feb,East Coast Central,MSL,78.70,88.90,73.10,0.09,1.00,86.00,1811.00,,69.00,614.00
1897,Feb,Central,BLL,78.30,97.80,71.90,0.00,0.00,49.00,1204.00,,0.00,600.00
1897,Feb,East Coast North,VZG,79.00,88.80,73.50,0.00,0.00,79.00,2238.00,,127.00,1711.00
1897,Mar,South,MDR,82.20,96.40,75.20,0.00,0.00,73.00,2911.00,,689.00,823.00
1897,Mar,South Central,SLM,81.20,99.70,73.70,0.74,3.00,71.00,2465.00,,268.00,924.00
1897,Mar,South Central,CMB,77.80,96.00,71.00,0.06,1.00,80.00,2587.00,,390.00,944.00
1897,Mar,East Coast South,NGP,83.40,89.70,77.50,0.00,0.00,77.00,4407.00,,986.00,306.00
1897,Mar,East Coast South,TRC,81.80,99.00,74.90,0.00,0.00,72.00,2154.00,,168.00,428.00
1897,Mar,East Coast South,MDS,82.00,90.60,74.60,0.06,1.00,79.00,1269.00,,5.00,480.00
1897,Mar,East Coast Central,MSL,82.00,91.20,73.90,0.81,1.00,81.00,2089.00,,57.00,811.00
1897,Mar,Central,BLL,82.90,102.60,74.60,0.00,0.00,41.00,1467.00,,0.00,706.00
1897,Mar,East Coast North,VZG,81.60,89.90,75.70,1.22,3.00,76.00,2579.00,,309.00,1786.00
1897,Apr,South,MDR,84.20,97.20,77.80,2.01,3.00,72.00,2853.00,,577.00,842.00
1897,Apr,South Central,SLM,84.20,101.10,77.10,0.52,3.00,69.00,2130.00,,145.00,851.00
1897,Apr,South Central,CMB,79.90,97.10,74.40,0.99,2.00,81.00,2983.00,,665.00,1015.00
1897,Apr,East Coast South,NGP,86.10,92.10,80.90,0.22,1.00,76.00,3886.00,,363.00,304.00
1897,Apr,East Coast South,TRC,84.50,100.50,78.00,1.30,3.00,70.00,1914.00,,77.00,467.00
1897,Apr,East Coast South,MDS,85.60,93.10,77.50,0.07,1.00,74.00,1104.00,,0.00,390.00
1897,Apr,East Coast Central,MSL,89.70,94.80,78.70,0.00,0.00,81.00,2061.00,,37.00,780.00
1897,Apr,Central,BLL,85.70,104.20,78.00,0.07,1.00,37.00,1611.00,,1.00,873.00
1897,Apr,East Coast North,VZG,86.00,93.60,79.00,0.25,1.00,68.00,2313.00,,113.00,1739.00
1897,May,South,MDR,86.30,101.00,79.50,0.90,3.00,66.00,2486.00,,385.00,807.00
1897,May,South Central,SLM,84.00,99.70,76.70,5.63,11.00,71.00,2476.00,,118.00,1017.00
1897,May,South Central,CMB,80.40,95.70,73.80,2.08,5.00,80.00,2974.00,,704.00,1000.00
1897,May,East Coast South,NGP,88.40,99.30,81.50,0.00,0.00,68.00,3593.00,,295.00,320.00
1897,May,East Coast South,TRC,85.60,102.30,79.10,4.62,4.00,66.00,2121.00,,65.00,459.00
1897,May,East Coast South,MDS,88.30,98.60,82.10,0.18,1.00,67.00,1222.00,,0.00,457.00
1897,May,East Coast Central,MSL,88.80,98.70,82.00,0.97,2.00,81.00,2674.00,,0.00,934.00
1897,May,Central,BLL,86.30,105.20,79.50,1.07,2.00,36.00,1875.00,,0.00,946.00
1897,May,East Coast North,VZG,88.50,94.70,82.20,4.14,6.00,71.00,3525.00,,509.00,2437.00
1897,Jun,South,MDR,84.40,97.30,75.60,0.80,2.00,66.00,1993.00,,94.00,627.00
1897,Jun,South Central,SLM,81.80,96.70,75.70,1.53,2.00,71.00,2666.00,,92.00,1148.00
1897,Jun,South Central,CMB,77.70,87.90,71.90,4.38,11.00,80.00,2942.00,,345.00,1068.00
1897,Jun,East Coast South,NGP,86.60,97.90,80.80,0.00,0.00,67.00,3187.00,,197.00,303.00
1897,Jun,East Coast South,TRC,83.70,99.00,79.20,2.71,4.00,64.00,1801.00,,8.00,377.00
1897,Jun,East Coast South,MDS,87.60,99.60,81.60,3.21,3.00,65.00,1223.00,,4.00,426.00
1897,Jun,East Coast Central,MSL,88.00,99.50,82.20,1.07,2.00,76.00,2918.00,,0.00,1053.00
1897,Jun,Central,BLL,81.90,95.80,76.80,2.65,4.00,49.00,2029.00,,6.00,935.00
1897,Jun,East Coast North,VZG,88.50,96.40,83.60,0.87,2.00,69.00,4356.00,,661.00,3124.00
1897,Jul,South,MDR,84.30,96.80,76.40,0.40,2.00,63.00,2104.00,,30.00,734.00
1897,Jul,South Central,SLM,79.70,94.80,74.60,2.01,6.00,77.00,2741.00,,16.00,1066.00
1897,Jul,South Central,CMB,75.50,86.00,71.80,1.67,5.00,85.00,3142.00,,241.00,1223.00
1897,Jul,East Coast South,NGP,85.90,98.10,79.50,0.03,1.00,65.00,3812.00,,259.00,371.00
1897,Jul,East Coast South,TRC,84.20,99.50,79.40,0.17,1.00,58.00,1772.00,,5.00,388.00
1897,Jul,East Coast South,MDS,85.00,97.40,80.30,2.37,4.00,66.00,1232.00,,10.00,426.00
1897,Jul,East Coast Central,MSL,83.50,95.40,78.30,4.20,12.00,79.00,3299.00,,78.00,1190.00
1897,Jul,Central,BLL,80.80,93.10,76.30,0.30,1.00,54.00,3099.00,,253.00,1241.00
1897,Jul,East Coast North,VZG,84.10,92.30,80.20,1.65,8.00,75.00,5644.00,,1517.00,3484.00
1897,Aug,South,MDR,83.30,95.60,76.30,4.17,8.00,66.00,2005.00,,95.00,663.00
1897,Aug,South Central,SLM,79.30,94.00,74.30,4.87,11.00,80.00,2700.00,,65.00,1111.00
1897,Aug,South Central,CMB,76.50,87.20,72.00,2.06,7.00,83.00,3128.00,,109.00,1208.00
1897,Aug,East Coast South,NGP,83.70,94.90,77.90,3.72,6.00,72.00,3658.00,,149.00,328.00
1897,Aug,East Coast South,TRC,82.70,97.60,78.10,4.67,7.00,66.00,1784.00,,12.00,359.00
1897,Aug,East Coast South,MDS,82.90,95.00,78.00,7.83,11.00,74.00,1451.00,,34.00,527.00
1897,Aug,East Coast Central,MSL,82.50,91.60,78.60,4.73,12.00,82.00,4407.00,,861.00,1343.00
1897,Aug,Central,BLL,79.60,92.00,75.20,1.23,3.00,61.00,4060.00,,1038.00,1205.00
1897,Aug,East Coast North,VZG,83.40,91.80,79.10,2.82,4.00,78.00,4978.00,,595.00,3739.00
1897,Sep,South,MDR,81.20,92.20,75.00,7.95,11.00,72.00,2724.00,,539.00,716.00
1897,Sep,South Central,SLM,78.60,89.50,72.80,12.29,13.00,81.00,3177.00,,139.00,1266.00
1897,Sep,South Central,CMB,75.70,87.50,71.50,1.56,4.00,84.00,3209.00,,111.00,1302.00
1897,Sep,East Coast South,NGP,82.50,90.90,76.80,4.27,8.00,78.00,4204.00,,426.00,359.00
1897,Sep,East Coast South,TRC,80.40,92.50,75.40,14.38,12.00,76.00,1907.00,,38.00,3566.00
1897,Sep,East Coast South,MDS,84.30,90.20,76.20,11.01,13.00,83.00,1421.00,,42.00,464.00
1897,Sep,East Coast Central,MSL,81.30,88.00,77.40,5.89,13.00,89.00,5632.00,,1125.00,1615.00
1897,Sep,Central,BLL,76.90,88.80,72.60,13.23,15.00,70.00,3609.00,,982.00,1086.00
1897,Sep,East Coast North,VZG,81.90,88.60,77.80,6.53,11.00,85.00,5190.00,,479.00,4022.00
1897,Oct,South,MDR,80.70,91.60,74.80,4.59,9.00,73.00,3596.00,,1003.00,881.00
1897,Oct,South Central,SLM,78.70,90.60,72.80,6.29,4.00,80.00,3753.00,,84.00,1601.00
1897,Oct,South Central,CMB,76.70,89.80,71.80,0.35,1.00,83.00,3471.00,,77.00,1424.00
1897,Oct,East Coast South,NGP,82.90,91.50,77.30,3.24,4.00,80.00,4836.00,,854.00,384.00
1897,Oct,East Coast South,TRC,80.50,92.90,75.50,5.22,4.00,76.00,2277.00,,77.00,445.00
1897,Oct,East Coast South,MDS,81.80,92.00,75.90,3.56,3.00,80.00,1473.00,,13.00,517.00
1897,Oct,East Coast Central,MSL,81.40,89.80,76.90,3.57,7.00,83.00,4678.00,,494.00,1691.00
1897,Oct,Central,BLL,77.80,89.80,71.90,3.97,4.00,60.00,2992.00,,594.00,1207.00
1897,Oct,East Coast North,VZG,81.60,89.10,75.80,7.41,5.00,78.00,5574.00,,549.00,4264.00
1897,Nov,South,MDR,78.20,88.30,72.70,6.46,6.00,75.00,4072.00,,1346.00,763.00
1897,Nov,South Central,SLM,77.50,90.00,69.70,1.90,3.00,74.00,4094.00,,263.00,1782.00
1897,Nov,South Central,CMB,74.40,87.40,68.90,2.98,7.00,84.00,3264.00,,204.00,1268.00
1897,Nov,East Coast South,NGP,79.40,86.00,74.70,2.40,6.00,85.00,5464.00,,1451.00,379.00
1897,Nov,East Coast South,TRC,78.50,90.10,72.60,1.83,7.00,75.00,2580.00,,270.00,496.00
1897,Nov,East Coast South,MDS,77.50,87.60,71.20,7.50,7.00,80.00,1324.00,,5.00,420.00
1897,Nov,East Coast Central,MSL,77.50,87.60,71.20,0.00,0.00,77.00,3972.00,,218.00,1673.00
1897,Nov,Central,BLL,74.20,89.70,65.00,0.15,1.00,47.00,2381.00,,196.00,1169.00
1897,Nov,East Coast North,VZG,76.70,85.10,69.80,6.54,5.00,71.00,3959.00,,154.00,3236.00
1897,Dec,South,MDR,75.90,86.90,70.80,0.09,1.00,72.00,3797.00,,1008.00,884.00
1897,Dec,South Central,SLM,72.70,86.40,66.10,0.42,1.00,74.00,4578.00,,249.00,2126.00
1897,Dec,South Central,CMB,72.00,86.40,66.20,0.13,1.00,82.00,4199.00,,231.00,1885.00
1897,Dec,East Coast South,NGP,75.50,81.20,71.40,6.64,6.00,84.00,12265.00,,7663.00,420.00
1897,Dec,East Coast South,TRC,74.90,86.60,70.00,0.58,3.00,72.00,3580.00,,938.00,517.00
1897,Dec,East Coast South,MDS,73.50,82.30,68.10,1.69,5.00,83.00,1316.00,,10.00,394.00
1897,Dec,East Coast Central,MSL,70.80,84.60,64.60,0.00,0.00,72.00,4879.00,,198.00,2186.00
1897,Dec,Central,BLL,68.00,85.90,59.50,0.00,0.00,49.00,2096.00,,65.00,1120.00
1897,Dec,East Coast North,VZG,70.60,81.70,62.60,0.08,1.00,66.00,4761.00,,80.00,4194.00
1898,Jan,South,MDR,74.60,87.20,68.30,0.11,0.00,70.00,3223.00,,659.00,826.00
1898,Jan,South Central,SLM,71.60,88.00,63.60,0.00,0.00,93.00,3756.00,,152.00,1741.00
1898,Jan,South Central,CMB,69.70,86.90,63.40,0.04,1.00,84.00,4138.00,,211.00,1884.00
1898,Jan,East Coast South,NGP,74.10,80.90,70.20,1.74,2.00,85.00,13175.00,,8930.00,331.00
1898,Jan,East Coast South,TRC,72.90,87.30,66.90,0.68,2.00,75.00,4762.00,,2112.00,485.00
1898,Jan,East Coast South,MDS,72.60,84.00,65.40,0.00,0.00,83.00,1465.00,,46.00,443.00
1898,Jan,East Coast Central,MSL,69.70,84.50,63.60,0.00,0.00,84.00,3922.00,,601.00,1413.00
1898,Jan,Central,BLL,67.40,88.00,58.70,0.00,0.00,50.00,1561.00,,0.00,882.00
1898,Jan,East Coast North,VZG,67.90,81.60,60.40,0.00,0.00,77.00,3378.00,,13.00,2916.00
1898,Feb,South,MDR,77.20,91.80,71.10,1.63,1.00,72.00,2540.00,,480.00,719.00
1898,Feb,South Central,SLM,75.00,93.30,67.50,0.31,1.00,73.00,2887.00,,243.00,1256.00
1898,Feb,South Central,CMB,73.10,91.60,67.60,0.63,1.00,82.00,3031.00,,216.00,1258.00
1898,Feb,East Coast South,NGP,77.70,83.60,72.90,0.34,1.00,80.00,6090.00,,2800.00,239.00
1898,Feb,East Coast South,TRC,75.50,93.20,69.90,0.00,0.00,74.00,3818.00,,1772.00,349.00
1898,Feb,East Coast South,MDS,75.60,86.50,66.70,0.49,1.00,77.00,1213.00,,20.00,414.00
1898,Feb,East Coast Central,MSL,74.00,86.00,67.50,1.75,1.00,82.00,2457.00,,335.00,802.00
1898,Feb,Central,BLL,72.80,92.10,65.20,0.00,0.00,51.00,1313.00,,0.00,720.00
1898,Feb,East Coast North,VZG,72.00,83.70,64.50,2.13,2.00,77.00,2231.00,,3.00,1781.00
1898,Mar,South,MDR,78.90,95.90,70.90,0.02,0.00,74.00,2509.00,,423.00,620.00
1898,Mar,South Central,SLM,78.40,99.20,67.90,0.00,0.00,64.00,3165.00,,255.00,1394.00
1898,Mar,South Central,CMB,75.30,97.20,67.80,0.59,1.00,76.00,3563.00,,693.00,1232.00
1898,Mar,East Coast South,NGP,80.70,88.20,74.70,0.00,0.00,75.00,3484.00,,518.00,259.00
1898,Mar,East Coast South,TRC,78.00,98.90,70.40,0.00,0.00,71.00,2486.00,,621.00,378.00
1898,Mar,East Coast South,MDS,78.50,89.80,69.20,0.00,0.00,74.00,1458.00,,7.00,504.00
